cluster,url,primary_intent,competing_urls,unique_value,action,confidence
image,https://funnytools.win/en/tools/webp-to-jpg/,WebP to JPG｜Compatible Image Conversion - FunnyTools,https://funnytools.win/en/tools/bulk-image-compressor/ (0.679),functional utility; confirm distinct task,REVIEW_ONLY,medium
time,https://funnytools.win/en/tools/business-days/,Business Days Calculator｜Count Workdays & Holidays - FunnyTools,https://funnytools.win/en/tools/date-difference/ (0.727),functional utility; confirm distinct task,REVIEW_ONLY,medium
time,https://funnytools.win/en/tools/date-difference/,Date Difference Calculator｜Days Between Dates - FunnyTools,https://funnytools.win/en/tools/business-days/ (0.727),functional utility; confirm distinct task,REVIEW_ONLY,medium
draw,https://funnytools.win/en/tools/cad-2d/,Free Online 2D CAD Drawing Board｜PNG & SVG - FunnyTools,https://funnytools.win/en/tools/image-to-dxf/ (0.583),functional utility; confirm distinct task,REVIEW_ONLY,medium
draw,https://funnytools.win/en/tools/image-to-dxf/,Image to DXF｜JPG and PNG Line-Art Vectorizer - FunnyTools,https://funnytools.win/en/tools/cad-2d/ (0.583),functional utility; confirm distinct task,REVIEW_ONLY,medium
draw,https://funnytools.win/en/tools/cad-2d/,Free Online 2D CAD Drawing Board｜PNG & SVG - FunnyTools,https://funnytools.win/en/tools/sketchpad/ (0.604),functional utility; confirm distinct task,REVIEW_ONLY,medium
draw,https://funnytools.win/en/tools/sketchpad/,Online Sketchpad｜Drawing Canvas with PNG Export - FunnyTools,https://funnytools.win/en/tools/cad-2d/ (0.604),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/case-converter/,Case Converter｜Free online text case tool - FunnyTools,https://funnytools.win/en/tools/character-counter/ (0.615),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/character-counter/,"Character Counter｜Characters, Words & UTF-8 Bytes - FunnyTools",https://funnytools.win/en/tools/case-converter/ (0.615),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/case-converter/,Case Converter｜Free online text case tool - FunnyTools,https://funnytools.win/en/tools/remove-duplicate-lines/ (0.612),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/remove-duplicate-lines/,Remove Duplicate Lines｜Free unique list cleaner - FunnyTools,https://funnytools.win/en/tools/case-converter/ (0.612),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/case-converter/,Case Converter｜Free online text case tool - FunnyTools,https://funnytools.win/en/tools/remove-empty-lines/ (0.650),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/remove-empty-lines/,Remove Empty Lines｜Free text cleanup tool - FunnyTools,https://funnytools.win/en/tools/case-converter/ (0.650),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/case-converter/,Case Converter｜Free online text case tool - FunnyTools,https://funnytools.win/en/tools/sort-lines/ (0.616),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/sort-lines/,Sort Lines｜Free multiline text sorter - FunnyTools,https://funnytools.win/en/tools/case-converter/ (0.616),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/case-converter/,Case Converter｜Free online text case tool - FunnyTools,https://funnytools.win/en/tools/word-counter/ (0.719),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/word-counter/,"Word Counter Online｜Count Words, Characters and - FunnyTools",https://funnytools.win/en/tools/case-converter/ (0.719),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/character-counter/,"Character Counter｜Characters, Words & UTF-8 Bytes - FunnyTools",https://funnytools.win/en/tools/remove-duplicate-lines/ (0.588),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/remove-duplicate-lines/,Remove Duplicate Lines｜Free unique list cleaner - FunnyTools,https://funnytools.win/en/tools/character-counter/ (0.588),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/character-counter/,"Character Counter｜Characters, Words & UTF-8 Bytes - FunnyTools",https://funnytools.win/en/tools/remove-empty-lines/ (0.563),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/remove-empty-lines/,Remove Empty Lines｜Free text cleanup tool - FunnyTools,https://funnytools.win/en/tools/character-counter/ (0.563),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/character-counter/,"Character Counter｜Characters, Words & UTF-8 Bytes - FunnyTools",https://funnytools.win/en/tools/sort-lines/ (0.564),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/sort-lines/,Sort Lines｜Free multiline text sorter - FunnyTools,https://funnytools.win/en/tools/character-counter/ (0.564),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/character-counter/,"Character Counter｜Characters, Words & UTF-8 Bytes - FunnyTools",https://funnytools.win/en/tools/url-encoder/ (0.566),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/url-encoder/,URL Encoder / Decoder｜Free percent-encoding tool - FunnyTools,https://funnytools.win/en/tools/character-counter/ (0.566),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/character-counter/,"Character Counter｜Characters, Words & UTF-8 Bytes - FunnyTools",https://funnytools.win/en/tools/word-counter/ (0.742),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/word-counter/,"Word Counter Online｜Count Words, Characters and - FunnyTools",https://funnytools.win/en/tools/character-counter/ (0.742),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/class-rank-percentile-calculator/,Class Rank Calculator｜Rank to Percentile - FunnyTools,https://funnytools.win/en/tools/cronbach-alpha-calculator/ (0.583),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/cronbach-alpha-calculator/,Cronbach Alpha Calculator｜Scale Reliability - FunnyTools,https://funnytools.win/en/tools/class-rank-percentile-calculator/ (0.583),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/class-rank-percentile-calculator/,Class Rank Calculator｜Rank to Percentile - FunnyTools,https://funnytools.win/en/tools/grade-average/ (0.576),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/grade-average/,Grade Average Calculator｜Simple & Weighted Grades - FunnyTools,https://funnytools.win/en/tools/class-rank-percentile-calculator/ (0.576),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/class-rank-percentile-calculator/,Class Rank Calculator｜Rank to Percentile - FunnyTools,https://funnytools.win/en/tools/independent-samples-t-test-calculator/ (0.645),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/independent-samples-t-test-calculator/,Independent Samples t-test Calculator｜Welch t Test - FunnyTools,https://funnytools.win/en/tools/class-rank-percentile-calculator/ (0.645),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/class-rank-percentile-calculator/,Class Rank Calculator｜Rank to Percentile - FunnyTools,https://funnytools.win/en/tools/normalized-score-converter/ (0.712),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/normalized-score-converter/,Normalized Score Converter｜Standard Score Tool - FunnyTools,https://funnytools.win/en/tools/class-rank-percentile-calculator/ (0.712),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/class-rank-percentile-calculator/,Class Rank Calculator｜Rank to Percentile - FunnyTools,https://funnytools.win/en/tools/percentage-calculator/ (0.595),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/percentage-calculator/,"Percentage Calculator｜Discounts, Ratios & Change - FunnyTools",https://funnytools.win/en/tools/class-rank-percentile-calculator/ (0.595),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/class-rank-percentile-calculator/,Class Rank Calculator｜Rank to Percentile - FunnyTools,https://funnytools.win/en/tools/percentile-rank-calculator/ (0.828),functional utility; confirm distinct task,REVIEW_ONLY,high
statistics,https://funnytools.win/en/tools/percentile-rank-calculator/,Percentile Rank Calc｜Formula & Education Guide - FunnyTools,https://funnytools.win/en/tools/class-rank-percentile-calculator/ (0.828),functional utility; confirm distinct task,REVIEW_ONLY,high
statistics,https://funnytools.win/en/tools/class-rank-percentile-calculator/,Class Rank Calculator｜Rank to Percentile - FunnyTools,https://funnytools.win/en/tools/standard-deviation/ (0.693),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/standard-deviation/,Standard Deviation Calculator｜Mean and Variance - FunnyTools,https://funnytools.win/en/tools/class-rank-percentile-calculator/ (0.693),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/class-rank-percentile-calculator/,Class Rank Calculator｜Rank to Percentile - FunnyTools,https://funnytools.win/en/tools/t-score-calculator/ (0.684),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/t-score-calculator/,T Score Calculator｜Convert Z Scores for Education - FunnyTools,https://funnytools.win/en/tools/class-rank-percentile-calculator/ (0.684),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/class-rank-percentile-calculator/,Class Rank Calculator｜Rank to Percentile - FunnyTools,https://funnytools.win/en/tools/teacher-exam-score-converter/ (0.662),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/teacher-exam-score-converter/,Free Teacher Exam Score Calculator｜Weighted Total - FunnyTools,https://funnytools.win/en/tools/class-rank-percentile-calculator/ (0.662),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/class-rank-percentile-calculator/,Class Rank Calculator｜Rank to Percentile - FunnyTools,https://funnytools.win/en/tools/weighted-average-calculator/ (0.633),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/weighted-average-calculator/,Weighted Average Calculator｜Scores and Weights - FunnyTools,https://funnytools.win/en/tools/class-rank-percentile-calculator/ (0.633),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/class-rank-percentile-calculator/,Class Rank Calculator｜Rank to Percentile - FunnyTools,https://funnytools.win/en/tools/z-score-calculator/ (0.725),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/z-score-calculator/,Z Score Calculator｜Standard Score Formula - FunnyTools,https://funnytools.win/en/tools/class-rank-percentile-calculator/ (0.725),functional utility; confirm distinct task,REVIEW_ONLY,medium
random,https://funnytools.win/en/tools/color-generator/,Random Color Generator｜HEX RGB HSL palette tool - FunnyTools,https://funnytools.win/en/tools/random-number-picker/ (0.561),functional utility; confirm distinct task,REVIEW_ONLY,medium
random,https://funnytools.win/en/tools/random-number-picker/,Random Number Picker｜Free online integer generator - FunnyTools,https://funnytools.win/en/tools/color-generator/ (0.561),functional utility; confirm distinct task,REVIEW_ONLY,medium
random,https://funnytools.win/en/tools/color-generator/,Random Color Generator｜HEX RGB HSL palette tool - FunnyTools,https://funnytools.win/en/tools/random-wheel/ (0.555),functional utility; confirm distinct task,REVIEW_ONLY,medium
random,https://funnytools.win/en/tools/random-wheel/,Random Wheel Picker｜Free online spinning wheel - FunnyTools,https://funnytools.win/en/tools/color-generator/ (0.555),functional utility; confirm distinct task,REVIEW_ONLY,medium
money,https://funnytools.win/en/tools/compound-interest/,Compound Interest Calc｜Future Value Estimator - FunnyTools,https://funnytools.win/en/tools/inflation/ (0.630),functional utility; confirm distinct task,REVIEW_ONLY,medium
money,https://funnytools.win/en/tools/inflation/,Inflation Calculator｜Purchasing Power Estimator - FunnyTools,https://funnytools.win/en/tools/compound-interest/ (0.630),functional utility; confirm distinct task,REVIEW_ONLY,medium
money,https://funnytools.win/en/tools/compound-interest/,Compound Interest Calc｜Future Value Estimator - FunnyTools,https://funnytools.win/en/tools/mortgage-payment/ (0.652),functional utility; confirm distinct task,REVIEW_ONLY,medium
money,https://funnytools.win/en/tools/mortgage-payment/,Mortgage Payment Calculator｜Monthly Loan Estimate - FunnyTools,https://funnytools.win/en/tools/compound-interest/ (0.652),functional utility; confirm distinct task,REVIEW_ONLY,medium
money,https://funnytools.win/en/tools/compound-interest/,Compound Interest Calc｜Future Value Estimator - FunnyTools,https://funnytools.win/en/tools/savings-goal/ (0.729),functional utility; confirm distinct task,REVIEW_ONLY,medium
money,https://funnytools.win/en/tools/savings-goal/,Savings Goal Calculator｜How Much to Save Monthly - FunnyTools,https://funnytools.win/en/tools/compound-interest/ (0.729),functional utility; confirm distinct task,REVIEW_ONLY,medium
